Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Temperature difference [K],Power [W],Type,Machine failure
304.1,313.2,1366,46.6,35,9.099999999999966,6665.998843995016,L,0
304.2,313.2,1464,44.9,37,9.0,6883.606495133667,L,0
304.3,313.3,1775,24.9,39,9.0,4628.351376901162,L,0
304.3,313.4,1482,43.8,41,9.099999999999966,6797.526856425307,M,0
304.2,313.4,1411,54.8,44,9.199999999999989,8097.224681166428,M,0
304.2,313.3,1410,51.6,47,9.100000000000023,7618.990503485967,L,0
304.1,313.3,1494,39.0,49,9.199999999999989,6101.601251802096,M,0
304.1,313.2,1590,43.4,52,9.099999999999966,7226.291421787241,H,0
304.1,313.1,1327,54.1,57,9.0,7517.904523868959,L,0
304.1,313.1,1969,20.8,59,9.0,4288.818514876691,L,0
304.0,313.0,1377,56.0,61,9.0,8075.149756787205,M,0
304.0,313.0,1541,45.9,64,9.0,7407.027247148262,L,0
304.0,313.0,1685,28.2,66,9.0,4975.9686040208735,M,0
304.0,313.1,1465,41.0,69,9.100000000000023,6289.992091262364,L,0
303.9,313.1,1483,47.2,71,9.200000000000045,7330.131530963897,M,0
303.9,313.2,1570,40.7,74,9.300000000000011,6691.487632391141,M,0
303.9,313.2,1345,48.2,77,9.300000000000011,6788.877004652423,L,0
303.9,313.2,1608,40.6,79,9.300000000000011,6836.608269035965,M,0
304.0,313.3,1415,52.8,82,9.300000000000011,7823.82234450002,M,0
304.1,313.5,1470,45.8,85,9.399999999999977,7050.3622331862125,M,0
304.1,313.5,1428,39.9,88,9.399999999999977,5966.638431403878,M,0
304.2,313.5,1627,32.2,91,9.300000000000011,5486.205138865905,H,0
304.2,313.4,1457,49.4,96,9.199999999999989,7537.288150541607,L,0
304.2,313.4,1475,40.2,98,9.199999999999989,6209.357879820227,L,0
304.2,313.5,1438,50.1,100,9.300000000000011,7544.409093889744,L,0
304.2,313.5,1437,47.2,102,9.300000000000011,7102.763998648093,M,0
304.1,313.4,1518,42.4,105,9.299999999999955,6740.0985427176865,M,0
304.1,313.5,1587,33.6,108,9.399999999999977,5583.992446196642,M,0
304.1,313.4,1399,43.7,111,9.299999999999955,6402.178364922057,L,0
304.1,313.5,1469,44.6,113,9.399999999999977,6860.966084076797,L,0
304.1,313.4,1374,56.6,115,9.299999999999955,8143.88780404775,L,0
304.0,313.3,1519,36.7,117,9.300000000000011,5837.84360458221,L,0
303.9,313.2,1540,44.4,119,9.300000000000011,7160.317976061856,L,0
303.9,313.3,1394,51.6,121,9.400000000000034,7532.533873659176,L,0
304.0,313.4,1389,45.8,123,9.399999999999977,6661.872885643299,M,0
304.0,313.5,1732,26.2,126,9.5,4752.014935721969,M,0
304.1,313.6,1556,37.4,129,9.5,6094.103317335529,L,0
304.1,313.6,1441,43.7,131,9.5,6594.38100346868,M,0
304.1,313.6,1382,46.7,134,9.5,6758.55016356977,L,0
304.2,313.8,1481,44.9,136,9.600000000000023,6963.539084216504,M,0
304.2,313.7,2113,18.4,139,9.5,4071.4203032482756,M,0
304.2,313.8,1401,53.9,142,9.600000000000023,7907.797116130475,L,0
304.1,313.6,1611,31.4,144,9.5,5297.2907006300375,L,0
304.2,313.6,1512,33.4,146,9.400000000000034,5288.431409346915,M,0
304.2,313.6,1411,46.0,149,9.400000000000034,6796.940425796637,L,0
304.2,313.6,1424,43.7,151,9.400000000000034,6516.584697390285,M,0
304.2,313.6,1469,40.0,154,9.400000000000034,6153.332810831208,L,0
304.2,313.5,1684,29.8,156,9.300000000000011,5255.17241512091,H,0
304.2,313.5,1532,41.3,161,9.300000000000011,6625.786458029064,M,0
304.2,313.5,1557,37.3,164,9.300000000000011,6081.714970304873,M,0
304.3,313.5,1416,48.1,167,9.199999999999989,7132.42063329798,M,0
304.3,313.5,1802,25.4,170,9.199999999999989,4793.106967630923,L,0
304.3,313.5,2245,15.1,172,9.199999999999989,3549.947338678906,M,0
304.2,313.4,1434,42.5,175,9.199999999999989,6382.145475767665,L,0
304.1,313.3,1725,28.3,177,9.199999999999989,5112.1566455539905,M,0
304.2,313.3,1668,35.7,180,9.100000000000023,6235.810089963453,L,0
304.1,313.3,1452,43.9,182,9.199999999999989,6675.130406641449,L,0
304.1,313.3,1415,50.0,184,9.199999999999989,7408.922674715929,L,0
304.1,313.2,1824,25.8,186,9.099999999999966,4928.027900127093,L,0
304.1,313.3,1438,45.5,188,9.199999999999989,6851.708857724219,L,0
304.1,313.3,1883,24.5,190,9.199999999999989,4831.088822812824,L,0
304.2,313.4,1735,28.9,192,9.199999999999989,5250.80560133242,L,0
304.3,313.5,1464,36.7,194,9.199999999999989,5626.466778873176,L,0
304.3,313.6,1489,40.3,196,9.300000000000011,6283.886929538887,M,0
304.4,313.6,1510,38.9,199,9.200000000000045,6151.133695973695,M,0
304.3,313.6,1585,32.1,202,9.300000000000011,5327.98406085561,M,0
304.4,313.7,1509,35.0,205,9.300000000000011,5530.77386664483,L,1
304.4,313.6,1568,39.1,0,9.200000000000045,6420.242522680197,L,0
304.3,313.5,1525,42.0,2,9.199999999999989,6707.300315414209,M,0
304.4,313.7,1607,33.5,5,9.300000000000011,5637.535656989324,L,0
304.5,313.7,1670,32.9,7,9.199999999999989,5753.617505539466,L,0
304.4,313.6,1585,38.9,9,9.200000000000045,6456.653581535302,L,0
304.4,313.6,1569,38.4,11,9.200000000000045,6309.323358057453,L,0
304.4,313.6,1507,43.1,13,9.200000000000045,6801.726118605607,L,0
304.3,313.5,1452,41.5,15,9.199999999999989,6310.203004000458,L,0
304.3,313.5,1590,29.8,17,9.199999999999989,4961.831437079719,L,0
304.3,313.6,1409,56.0,19,9.300000000000011,8262.807557961634,L,0
304.3,313.5,2643,12.7,21,9.199999999999989,3515.033772322012,L,0
304.2,313.4,1644,31.7,23,9.199999999999989,5457.449094110045,L,0
304.2,313.4,1568,37.6,25,9.199999999999989,6173.941658638757,L,0
304.2,313.3,1625,37.3,27,9.100000000000023,6347.326157190378,H,0
304.2,313.4,1482,41.4,32,9.199999999999989,6425.059631415702,L,0
304.1,313.3,1397,49.6,34,9.199999999999989,7256.157495947369,H,0
304.1,313.3,1459,50.3,39,9.199999999999989,7685.141972795055,L,0
304.2,313.4,1490,44.0,41,9.199999999999989,6865.427145644895,L,0
304.1,313.2,1434,50.1,43,9.099999999999966,7523.4232549637645,L,0
304.1,313.2,2028,18.9,45,9.099999999999966,4013.8244379324624,M,0
304.2,313.3,1464,45.9,48,9.100000000000023,7036.916216628849,L,0
304.2,313.4,1713,23.5,50,9.199999999999989,4215.546102219464,M,0
304.3,313.4,1624,32.1,53,9.099999999999966,5459.0827222899115,M,0
304.2,313.4,1421,43.4,56,9.199999999999989,6458.213905886585,L,0
304.2,313.5,1546,41.4,58,9.300000000000011,6702.525094580751,H,0
304.2,313.4,1639,32.7,63,9.199999999999989,5612.486691564703,L,0
304.1,313.4,1696,29.6,65,9.299999999999955,5257.099258615112,H,0
304.1,313.3,1470,39.9,70,9.199999999999989,6142.127797033404,L,0
304.1,313.3,1480,38.4,72,9.199999999999989,5951.433122960504,M,0
304.2,313.4,1329,54.5,75,9.199999999999989,7584.904223194518,M,0
304.2,313.4,1740,28.2,78,9.199999999999989,5138.388944211466,L,0
304.2,313.5,1739,28.1,80,9.300000000000011,5117.225081701782,M,0
304.2,313.5,1390,47.8,83,9.300000000000011,6957.789969660434,M,0
304.2,313.4,1740,23.7,86,9.199999999999989,4318.433261624529,L,0
304.0,313.3,1844,27.1,88,9.300000000000011,5233.097490741686,M,0
304.0,313.1,1388,53.2,91,9.100000000000023,7732.67426964387,H,0
304.0,313.2,1517,43.1,96,9.199999999999989,6846.860333062179,H,0
304.0,313.1,1450,42.8,101,9.100000000000023,6498.908002726085,M,0
304.0,313.2,1584,38.7,104,9.199999999999989,6419.40476463924,L,0
304.0,313.1,1720,28.7,106,9.100000000000023,5169.385991726885,L,0
303.9,313.1,1586,31.9,108,9.200000000000045,5298.128458670994,L,0
303.9,313.0,1901,22.5,110,9.100000000000023,4479.125725855647,M,0
304.0,313.0,1397,42.4,113,9.0,6202.844311051783,L,0
304.0,313.0,2012,21.1,115,9.0,4445.68870804594,L,0
304.0,313.0,2354,15.0,117,9.0,3697.6545532751866,L,0
304.0,313.1,1648,35.7,119,9.100000000000023,6161.040184808015,L,0
304.0,313.2,1632,30.6,121,9.199999999999989,5229.620794871714,L,0
304.1,313.2,1427,46.9,123,9.099999999999966,7008.505747064886,M,0
304.1,313.2,1452,48.0,126,9.099999999999966,7298.548052819808,L,0
304.0,313.2,1416,46.0,128,9.199999999999989,6821.02596947416,L,0
303.9,313.1,1310,62.9,130,9.200000000000045,8628.803102104846,L,0
304.0,313.1,1408,39.8,132,9.100000000000023,5868.327525297541,H,0
303.9,313.1,1668,34.4,137,9.200000000000045,6008.735772961982,M,0
303.9,313.0,1551,36.8,140,9.100000000000023,5977.068519013797,L,0
303.9,313.0,1517,36.0,142,9.100000000000023,5718.9552665948595,H,0
303.8,312.9,1570,35.8,147,9.099999999999966,5885.878556255598,H,0
303.8,312.8,1428,53.3,152,9.0,7970.471889569591,L,0
303.8,312.8,1503,40.0,154,9.0,6295.751677793945,L,0
303.8,312.8,1416,58.7,156,9.0,8704.222269742026,L,0
303.7,312.7,1396,47.3,158,9.0,6914.72920635523,M,0
303.7,312.7,1335,51.1,161,9.0,7143.824614630511,L,0
303.7,312.6,1671,30.5,163,8.900000000000034,5337.09467955102,M,0
303.7,312.7,1989,22.4,166,9.0,4665.642081699273,L,0
303.7,312.7,1468,43.3,168,9.0,6656.448402328102,L,0
303.7,312.6,1711,27.6,170,8.900000000000034,4945.243827868765,H,0
303.8,312.7,1488,41.3,175,8.899999999999977,6435.489719025619,M,0
303.8,312.7,1664,29.3,178,8.899999999999977,5105.632604810036,L,0
303.8,312.7,1507,38.5,180,8.899999999999977,6075.7878321651015,M,0
303.7,312.6,1466,42.5,183,8.900000000000034,6524.564342730401,L,0
303.7,312.5,1433,53.6,185,8.800000000000011,8043.398727034923,L,0
303.7,312.5,1397,45.7,187,8.800000000000011,6685.612854128926,L,0
303.7,312.6,1429,43.3,189,8.900000000000034,6479.608151857532,M,0
303.7,312.7,1572,37.2,192,9.0,6123.843727789512,L,0
303.7,312.7,1532,42.7,194,9.0,6850.389388809712,M,0
303.7,312.7,1316,51.8,197,9.0,7138.620042801063,M,0
303.8,312.8,1420,47.9,200,9.0,7122.8283037290175,M,0
303.8,312.9,1589,37.2,203,9.099999999999966,6190.068500927186,L,0
303.8,313.0,1365,59.9,205,9.199999999999989,8562.2536977263,L,1
303.8,313.0,1633,32.9,207,9.199999999999989,5626.142147632305,L,0
303.9,313.0,1626,31.4,209,9.100000000000023,5346.613705291396,L,0
303.9,313.1,1665,29.6,0,9.200000000000045,5161.0084113173125,L,0
303.9,313.2,1350,47.2,2,9.300000000000011,6672.742796224721,M,0
303.9,313.2,1590,31.9,5,9.300000000000011,5311.490699424262,L,0
304.0,313.2,1437,53.9,7,9.199999999999989,8110.995328964665,M,0
303.9,313.0,1403,48.3,10,9.100000000000023,7096.323733708232,L,0
303.9,313.1,1440,41.1,12,9.200000000000045,6197.733987001944,L,0
303.9,313.1,1343,61.4,14,9.200000000000045,8635.211951118168,M,0
303.9,313.1,1790,26.7,17,9.200000000000045,5004.871256433899,H,0
303.8,313.1,2117,18.6,22,9.300000000000011,4123.4660215427475,M,0
303.8,313.1,1458,42.2,25,9.300000000000011,6443.155205100378,L,0
303.6,312.9,1381,57.8,27,9.299999999999955,8358.919349210457,L,0
303.6,312.9,1450,45.3,29,9.299999999999955,6878.5171150348515,L,0
303.7,312.9,1461,50.1,31,9.199999999999989,7665.077667714128,L,0
303.7,312.9,1511,41.0,33,9.199999999999989,6487.493549418043,M,0
303.8,313.1,1394,45.4,36,9.300000000000011,6627.461974110979,L,0
303.8,313.0,1499,42.3,38,9.199999999999989,6640.0388167008505,L,0
303.7,313.0,1457,44.1,40,9.300000000000011,6728.631729532083,L,0
303.7,313.0,1753,29.0,42,9.300000000000011,5323.6381910181435,L,0
303.7,313.0,1694,28.0,44,9.300000000000011,4967.067424835703,L,0
303.7,313.1,1683,28.4,46,9.400000000000034,5005.311079405402,L,0
303.7,313.1,1496,47.4,48,9.400000000000034,7425.719723437122,L,0
303.7,313.1,1721,34.8,50,9.400000000000034,6271.749909920519,L,0
303.6,313.0,1593,31.6,52,9.399999999999977,5271.466809017529,L,0
303.6,313.0,1575,38.3,54,9.399999999999977,6316.9574282056765,L,0
303.5,313.0,1465,41.0,56,9.5,6289.992091262364,L,0
303.6,313.1,1405,38.3,58,9.5,5635.127102621572,L,0
303.5,313.0,1902,21.6,60,9.5,4302.222643532006,M,0
303.4,312.9,1422,39.9,63,9.5,5941.568522028231,M,0
303.5,312.9,1332,52.9,66,9.399999999999977,7378.847161045562,L,0
303.4,312.9,1307,54.3,68,9.5,7431.9714928177655,M,0
303.5,313.0,1322,59.5,71,9.5,8237.151217957318,L,0
303.5,313.0,1547,40.3,73,9.5,6528.65888515558,L,0
303.5,313.1,1897,23.6,75,9.600000000000023,4688.2196609030725,L,0
303.5,313.0,1403,51.9,77,9.5,7625.24227286661,M,0
303.5,313.0,1393,51.6,80,9.5,7527.130334295001,L,0
303.5,313.0,1482,38.5,82,9.5,5974.995067862428,L,0
303.5,312.9,1572,44.7,84,9.399999999999977,7358.4896406503,M,0
303.5,312.9,1544,36.9,87,9.399999999999977,5966.261440285448,L,0
303.5,313.0,1492,46.1,89,9.5,7202.7504208363425,M,0
303.4,312.8,1513,35.8,92,9.400000000000034,5672.187423958419,L,0
303.4,312.8,1449,43.9,94,9.400000000000034,6661.33881489219,L,0
303.5,312.8,1877,22.3,96,9.300000000000011,4383.265262019111,L,0
303.4,312.8,1376,53.4,98,9.400000000000034,7694.640054584408,L,0
303.5,312.9,1883,23.3,100,9.399999999999977,4594.464064144441,M,0
303.4,312.8,1518,38.7,103,9.400000000000034,6151.929566112606,M,0
303.5,312.9,1438,42.8,106,9.399999999999977,6445.123936496628,M,0
303.4,312.9,1389,54.1,109,9.5,7869.15552649132,L,0
303.5,312.9,1504,44.8,111,9.399999999999977,7055.93332415858,L,0
303.5,312.9,1275,64.4,113,9.399999999999977,8598.539092875264,L,0
303.6,313.0,1534,39.7,115,9.399999999999977,6377.412142836257,L,0
303.6,313.0,1396,38.2,117,9.399999999999977,5584.411325217121,M,0
303.6,313.1,1395,44.1,120,9.5,6442.306975083909,L,0
303.6,313.0,1617,30.9,122,9.399999999999977,5232.353980480336,L,0
303.7,313.1,1423,41.2,124,9.400000000000034,6139.467915253365,L,0
303.5,313.0,1606,34.0,126,9.5,5718.117508553903,L,0
303.5,312.9,1501,44.0,128,9.399999999999977,6916.1115071228105,L,0
303.5,312.9,1618,30.4,130,9.399999999999977,5150.8715390217285,M,0
303.6,313.0,1522,35.8,133,9.399999999999977,5705.928129057973,L,0
303.6,312.9,1480,41.4,135,9.299999999999955,6416.388835691793,L,0
303.7,313.0,1469,39.9,137,9.300000000000011,6137.94947880413,M,0
303.8,313.2,1381,52.4,140,9.399999999999977,7577.982247381106,H,0
303.8,313.2,1525,41.9,145,9.399999999999977,6691.330552758461,L,0
303.8,313.2,1732,29.6,147,9.399999999999977,5368.688629670622,M,0
303.8,313.1,1523,39.8,150,9.300000000000011,6347.629844480225,L,0
303.8,313.1,1422,42.4,152,9.300000000000011,6313.847251478622,L,0
303.8,313.2,1506,46.9,154,9.399999999999977,7396.502911758737,H,0
303.8,313.2,1531,39.4,159,9.399999999999977,6316.842236475045,L,0
303.9,313.3,1507,34.3,161,9.400000000000034,5412.974614110726,M,0
303.9,313.3,1526,40.7,164,9.400000000000034,6503.955494922854,L,0
303.8,313.3,1406,52.1,166,9.5,7670.994333878389,L,0
303.9,313.3,1567,35.0,168,9.400000000000034,5743.3549695377405,M,0
303.9,313.4,1464,49.1,171,9.5,7527.507325413431,M,0
303.9,313.4,1442,48.5,174,9.5,7323.785513803646,L,0
303.8,313.2,1336,47.8,176,9.399999999999977,6687.48733774557,L,0
303.8,313.2,1379,50.2,178,9.399999999999977,7249.308823962544,H,0
303.7,313.1,1406,48.6,183,9.400000000000034,7155.668418934542,L,0
303.7,313.1,2130,18.1,185,9.400000000000034,4037.260719128243,M,0
303.7,313.1,1355,49.1,188,9.400000000000034,6967.057667988525,L,0
303.8,313.2,1710,26.5,190,9.399999999999977,4745.375703247383,M,0
303.8,313.1,1309,55.8,193,9.300000000000011,7648.9612974012125,L,0
303.9,313.1,1491,37.2,195,9.200000000000045,5808.302161662953,L,0
303.9,313.2,1481,44.1,197,9.300000000000011,6839.467118350732,L,0
303.9,313.1,1425,49.3,199,9.200000000000045,7356.824596543896,L,0
303.9,313.2,1680,29.1,201,9.300000000000011,5119.539388289927,H,0
304.0,313.2,1612,31.7,206,9.199999999999989,5351.221374516662,H,0
304.0,313.3,1530,34.8,211,9.300000000000011,5575.698641591164,L,0
304.0,313.2,1481,42.6,213,9.199999999999989,6606.8321823524075,L,0
303.9,313.2,1422,48.0,215,9.300000000000011,7147.751605447496,M,1
303.8,313.0,1427,43.0,0,9.199999999999989,6425.708893897444,L,0
303.7,312.9,1460,49.8,2,9.199999999999989,7613.963955240223,H,0
303.6,312.9,1873,23.5,7,9.299999999999955,4609.292381469385,L,0
303.7,312.9,1566,32.6,9,9.199999999999989,5346.111050466822,M,0
303.6,312.8,1701,30.8,12,9.199999999999989,5486.351746523072,L,0
303.6,312.8,1710,27.2,14,9.199999999999989,4870.725250125615,L,0
303.6,312.8,1689,33.1,16,9.199999999999989,5854.452157744187,M,0
303.6,312.7,1637,32.9,19,9.099999999999966,5639.923267406051,L,0
303.5,312.6,1496,39.0,21,9.100000000000023,6109.76939270143,L,0
303.5,312.7,1402,47.0,23,9.199999999999989,6900.403543854861,M,0
303.4,312.7,1363,45.5,26,9.300000000000011,6494.35269337838,L,0
303.4,312.7,1576,49.9,28,9.300000000000011,8235.412870022332,M,0
303.4,312.7,1357,55.3,31,9.300000000000011,7858.39033566502,M,0
303.4,312.7,1399,48.4,34,9.300000000000011,7090.742170760355,M,0
303.4,312.8,1526,30.8,37,9.400000000000034,4921.912266428106,M,0
303.5,312.7,1694,27.3,40,9.199999999999989,4842.89073921481,L,0
303.5,312.7,1420,49.1,42,9.199999999999989,7301.270766452918,M,0
303.5,312.7,2116,16.7,45,9.199999999999989,3700.502930614441,M,0
303.7,312.9,1406,41.9,48,9.199999999999989,6169.187381756324,M,0
303.7,313.0,1456,45.5,51,9.300000000000011,6937.474337167221,L,0
303.6,312.9,1588,31.9,53,9.299999999999955,5304.809579047629,L,0
303.7,312.8,1448,44.5,55,9.100000000000023,6747.722140890397,L,0
303.6,312.7,1403,46.2,57,9.099999999999966,6787.787919199179,H,0
303.5,312.6,1405,51.6,62,9.100000000000023,7591.972806665095,M,0
303.4,312.6,2706,9.8,65,9.200000000000045,2777.0422420672335,M,1
303.3,312.4,1505,38.9,68,9.099999999999966,6130.765703602921,M,0
303.2,312.4,1663,33.7,71,9.199999999999989,5868.819708146605,L,0
303.3,312.6,1482,44.4,73,9.300000000000011,6890.6436626777095,M,0
303.3,312.5,1674,32.7,76,9.199999999999989,5732.338451299152,M,0
303.4,312.7,1594,32.8,79,9.300000000000011,5475.083900872195,M,0
303.5,312.7,1393,49.3,82,9.199999999999989,7191.618710867123,L,0
303.5,312.8,1404,55.8,84,9.300000000000011,8204.080719290529,H,0
303.5,312.8,1375,45.7,89,9.300000000000011,6580.32761233162,M,0
303.5,312.8,1607,38.4,92,9.300000000000011,6462.1304247280605,L,0
303.4,312.8,1360,50.8,94,9.400000000000034,7234.878441707055,L,0
303.5,312.8,1524,39.4,96,9.300000000000011,6287.960528013042,L,0
303.4,312.7,1534,35.5,98,9.300000000000011,5702.723704551312,L,0
303.3,312.7,1262,63.8,100,9.399999999999977,8431.573915312478,L,0
303.3,312.6,1623,34.6,102,9.300000000000011,5880.621624548589,L,0
303.3,312.7,1642,33.6,104,9.399999999999977,5777.514553657773,M,0
303.4,312.8,1622,35.1,107,9.400000000000034,5961.926042423494,M,0
303.5,312.9,1530,34.5,110,9.399999999999977,5527.632273991241,M,0
303.4,312.8,1590,36.3,113,9.400000000000034,6044.110106241402,M,0
303.4,312.7,1589,34.0,116,9.300000000000011,5657.58949009474,L,0
303.4,312.6,1462,37.5,118,9.200000000000045,5741.260574435348,L,0
303.3,312.5,1328,49.8,120,9.199999999999989,6925.578172985628,H,0
303.3,312.6,1692,29.0,125,9.300000000000011,5138.388944211465,H,0
303.3,312.5,1968,20.6,130,9.199999999999989,4245.422648355103,L,0
303.3,312.6,1827,24.2,132,9.300000000000011,4630.0164210075645,H,0
303.3,312.6,1397,47.1,137,9.300000000000011,6890.423751191957,M,0
303.3,312.6,1463,44.0,140,9.300000000000011,6741.02007656274,L,0
303.3,312.7,1643,30.7,142,9.399999999999977,5282.07492021115,L,0
303.2,312.6,1281,57.0,144,9.400000000000034,7646.3223595721975,L,0
303.2,312.5,1518,39.9,146,9.300000000000011,6342.687072038578,L,0
303.2,312.6,1601,35.3,148,9.400000000000034,5918.268376514107,L,0
303.1,312.6,1548,36.4,150,9.5,5900.664985678493,L,0
303.1,312.6,1404,40.6,152,9.5,5969.277369232895,H,0
303.1,312.5,1766,26.7,157,9.399999999999977,4937.7668373532215,M,0
303.1,312.5,1667,30.0,160,9.399999999999977,5237.034953534185,M,0
303.0,312.5,1507,37.9,163,9.5,5981.100229585904,H,0
303.0,312.4,1627,37.1,168,9.399999999999977,6321.062442606368,H,0
302.9,312.3,1435,47.7,173,9.400000000000034,7168.0148780631525,L,0
302.9,312.3,1509,46.8,175,9.400000000000034,7395.4347702565165,H,0
302.9,312.3,1809,25.0,180,9.400000000000034,4735.950925286614,M,0
302.9,312.3,1515,40.8,183,9.400000000000034,6472.937503456409,L,0
302.9,312.3,1530,34.9,185,9.400000000000034,5591.720764124472,L,0
302.8,312.3,1336,57.5,187,9.5,8044.571588292265,H,0
302.9,312.4,2030,19.1,192,9.5,4060.2990652545686,L,0
302.9,312.4,1550,36.9,194,9.5,5989.44639406894,L,0
302.9,312.4,1446,41.7,196,9.5,6314.412738156269,L,0
302.8,312.3,1494,37.5,198,9.5,5866.924280578939,L,0
302.8,312.4,1651,27.0,200,9.599999999999966,4668.092523969073,L,0
302.9,312.4,1698,33.8,202,9.5,6010.11807372956,L,0
302.8,312.3,1504,40.3,204,9.5,6347.190021508723,L,0
302.9,312.4,1421,46.0,206,9.5,6845.111513151681,M,0
302.9,312.3,1754,26.9,209,9.400000000000034,4940.95031790886,H,0
302.9,312.2,1469,42.0,214,9.300000000000011,6460.999451372769,L,0
302.8,312.2,1433,50.0,216,9.399999999999977,7503.170454323622,L,0
302.8,312.3,1432,49.0,218,9.5,7347.975777236286,M,0
302.8,312.3,1366,49.1,221,9.5,7023.616807728654,L,0
302.8,312.3,1483,47.2,223,9.5,7330.131530963897,H,0
302.7,312.2,1572,34.4,228,9.5,5662.909253654817,L,0
302.8,312.2,1481,40.2,230,9.399999999999977,6234.616284755089,L,0
302.8,312.3,1473,42.6,232,9.5,6571.143689807627,L,0
302.8,312.3,1262,70.5,234,9.5,9317.02133275125,M,1
302.8,312.4,1529,36.8,237,9.599999999999966,5892.28740526892,L,0
302.8,312.4,1523,39.7,239,9.599999999999966,6331.681025775501,L,0
302.8,312.3,1416,42.7,241,9.5,6331.691497751013,M,0
302.9,312.4,1923,23.9,244,9.5,4812.888529373026,L,0
302.8,312.4,1411,53.8,246,9.599999999999966,7949.465106692588,H,1
302.7,312.4,1477,46.3,251,9.699999999999989,7161.270925833444,L,1
302.6,312.3,1454,54.8,253,9.699999999999989,8343.986312130395,M,1
302.7,312.3,1421,48.5,0,9.600000000000023,7217.128443214272,L,0
302.7,312.3,1858,25.4,2,9.600000000000023,4942.060347313127,L,0
302.8,312.5,1422,46.1,4,9.699999999999989,6864.8197710652,H,0
302.7,312.4,1444,48.7,9,9.699999999999989,7364.186395328809,L,0
302.7,312.4,1360,47.8,11,9.699999999999989,6807.621840818842,L,0
302.7,312.4,1954,24.8,13,9.699999999999989,5074.635557294617,L,0
302.6,312.4,1628,33.0,15,9.799999999999955,5625.964124048603,L,0
302.7,312.4,1433,44.2,17,9.699999999999989,6632.802681622082,L,0
302.7,312.5,1417,51.5,19,9.800000000000011,7641.976489734731,M,0
302.8,312.6,1462,39.4,22,9.800000000000011,6032.151110206738,L,0
302.9,312.6,1328,59.9,24,9.700000000000045,8330.163304454602,L,0
302.7,312.5,1527,36.4,26,9.800000000000011,5820.617204865024,H,0
302.6,312.3,1534,34.3,31,9.699999999999989,5509.955579327042,L,0
302.6,312.4,1410,50.3,33,9.799999999999955,7427.03919235163,M,0
302.6,312.3,1660,30.3,36,9.699999999999989,5267.1942430086465,L,0
302.6,312.4,1386,45.8,38,9.799999999999955,6647.484391289858,L,0
302.6,312.4,1398,41.6,40,9.799999999999955,6090.16585454303,L,0
302.6,312.3,1321,53.4,42,9.699999999999989,7387.078133797968,L,0
302.6,312.3,1512,34.2,44,9.699999999999989,5415.100425139655,L,0
302.6,312.3,1566,36.6,46,9.699999999999989,6002.075596536371,M,0
302.7,312.4,1422,44.5,49,9.699999999999989,6626.5613842169505,M,0
302.6,312.3,1647,31.8,52,9.699999999999989,5484.655286490133,L,0
302.6,312.2,1377,45.5,54,9.599999999999966,6561.059177389604,L,0
302.5,312.2,1775,27.9,56,9.699999999999989,5185.98407291335,L,0
302.6,312.3,1554,42.0,58,9.699999999999989,6834.8489771499535,L,0
302.7,312.4,1423,51.9,60,9.699999999999989,7733.941378680817,L,0
302.7,312.4,1453,47.3,62,9.699999999999989,7197.064138133344,L,0
302.8,312.4,1590,34.4,64,9.599999999999966,5727.75172602491,L,0
302.8,312.5,1694,28.4,66,9.699999999999989,5038.025530904783,L,0
302.8,312.5,1462,43.4,68,9.699999999999989,6644.552238146509,L,0
302.8,312.4,1392,46.2,70,9.599999999999966,6734.569339647368,L,0
302.9,312.5,1550,45.5,72,9.600000000000023,7385.360729814006,L,0
302.9,312.5,1629,30.4,74,9.600000000000023,5185.889825133742,L,0
303.0,312.5,1524,42.1,76,9.5,6718.861376379418,M,0
302.9,312.5,1679,30.9,79,9.600000000000023,5432.976087338579,M,0
302.9,312.6,1394,46.4,82,9.700000000000045,6773.441312747786,M,0
302.9,312.5,1683,32.1,85,9.600000000000023,5657.411466511036,L,0
303.0,312.5,1626,30.5,87,9.5,5193.366815649287,L,0
303.0,312.5,1698,30.0,89,9.5,5334.424325795469,H,0
303.0,312.6,1392,42.9,94,9.600000000000023,6253.528672529698,M,0
303.1,312.7,1353,51.8,97,9.599999999999966,7339.325925463402,L,0
303.0,312.7,1426,46.8,99,9.699999999999989,6988.661353469709,M,0
303.0,312.7,2024,19.9,102,9.699999999999989,4217.860408807608,L,0
303.0,312.8,1648,32.1,104,9.800000000000011,5539.758821634097,M,0
303.1,312.9,1511,40.1,107,9.799999999999955,6345.085154430817,L,0
303.1,312.8,1465,44.1,109,9.699999999999989,6765.576859138299,L,0
303.0,312.7,1551,41.8,111,9.699999999999989,6789.170219966759,L,0
303.1,312.8,2329,15.1,113,9.699999999999989,3682.773876072683,L,0
303.1,312.8,1435,41.9,115,9.699999999999989,6296.432356202224,H,0
303.0,312.7,1361,48.8,120,9.699999999999989,6955.1510318314195,L,0
303.0,312.7,1553,35.8,122,9.699999999999989,5822.146113289771,M,0
303.0,312.6,1451,42.1,125,9.600000000000023,6397.026152970168,L,0
303.0,312.5,1461,40.2,127,9.5,6150.421601638882,L,0
303.1,312.6,1895,23.5,129,9.5,4663.432494866249,M,0
303.1,312.6,1567,32.9,132,9.5,5398.753671365475,M,0
303.0,312.5,1602,33.7,135,9.5,5653.547307547121,M,0
